,text,topic_label,sentiment,stockmarket
78064," RT @twit_bourse: خاندوزی :
 صندوق تثبیت رو تقویت کردیم واسه روزهای بارانی بورس

پ.ن:اینجا سیل اومده نه بارون خاندوزی :
 صندوق تثبیت رو تقویت کردیم واسه روزهای بارانی بورس

پ.ن:اینجا سیل اومده نه بارون",economics,-1,1
24865, @Khandoozi_se انتصابات جنابعالی مثل انتصاب خودتان محصول تفکر باندی و رفاقتی است از کارشناس مخترع ملکه ارزها و قربانزاده با مدرک غیرمرتبط تا صالح آبادی که کارنامه ناموفق ایشان در بورس و بانک توسعه تجارت مشهود است ,economics,-1,1
19652," وقتی دولت طی ۳ماه بیش از ۱۰۰میلیون واکسیناسیون کرده، قیمت دلار رو کنترل کرده، تولید سیمان رو افزایش و قیمتش رو کاهش داده، فراخوان ثبت نام مسکن داده، جلوی افزایش قیمت خودرو رو گرفته خب پس بهترین بهانه برای کوبیدنش
#دروغ_انتصابات_فامیلی است تا مردم را از عملکرد دولت ناامید کنند. ",economics,1,1
78635," RT @RezaMehrfar: دولت برای اینکه بدبختی ملی رو عقب بندازه ، کلاه به کلاه میکنه ، اقتصاد دان دستور پذیر هم میبره تو فرمول و تئوریزه میکنه
یه… دولت برای اینکه بدبختی ملی رو عقب بندازه ، کلاه به کلاه میکنه ، اقتصاد دان دستور پذیر هم میبره تو فرمول و تئوریزه میکنه
یه جورایی داریم به معنای #پورنوگرافی_اقتصادی میرسیم
#خاندوزی و سایر اهالی",economics,-1,0
79727, سقوط آزاد بازار سرمایه در دوره وزارت احسان خاندوزی https://t.co/0mb2VOEYK6 ,economics,-1,1
51204," 📰 مانشيت #جهان_صنعت
#رئيسي على طريق #أحمدي_نجاد
في إشارة إلى تحليل الخبير الإيراني#مصطفى_درایتي حول القرارات الشعبوية التي يتخذها الرئيس الإيراني #ابراهيم_رئيسي والتي تذكر بتجربة الرئيس الأسبق #أحمدي_نجاد وما قد تحمله هذه القرارات من تبعات سيئة على اقتصاد #دولة الاحتلال إيرانية https://t.co/2T13QFXnmD ",economics,0,0
95438, @Khandoozi_se بر پدر و مادرت لعنت خاندوزی، بچت جلوی چشات بمیره، سرمایه مردم رو در بورس سوزوندی، الهی بچت جلو چشات آتیش بگیره بسوزه، هی اوراق بفروش ۴ سال اینده هم باید قسط هاشو بدی،  روزی میفتی دست ملت نگران نباش سرت میره بالای دار ,economics,-1,1
83086, @behnamsamadi_ir حرام لقمه خاندوزی جای پایش محکم هست و به بیت وصل هست. ,economics,-1,1
95473, RT @Mohsen_Jandaghi: ۱.وزیر اقتصاد همین که دست در سوراخ بانک,economics,-1,0
86052," @_30rooss_ @aliireza_s @dr_moosavi خاندوزی یک نفر توی اون کمیسیون بوده و یک نفر از 290 نماینده
واضحه که وجود یک خاندوزی با وجود 290 تا مثل خاندوزی فاصله زمین تا اسمونه 
وقتی تعداد زیادی از نماینده ها به فکر افزایش بودجه منطقه خودشون و کل کشور هستن و کسری بودجه به کتفشون هم نیست دولت هم از اون ور یه بودجه سنگین ",economics,-1,0
97475," @Khandoozi_se واویلا
میگن خاندوزی از اعضای فعال ستاد میر حسین بوده،درسته؟؟ ",economics,0,0
95370," سید احسان خاندوزی وزیر اقتصاد:
در نامه رسمی به بانک مرکزی خواستم بانک",economics,0,0
95571," RT @EgIaZkgAIB2PS0u: احسان خاندوزی، وزیر اقتصاد تاکید کرده است که تامین بودجه شهریور و مهر ماه کل کشور، بدون استقراض از بانک مرکزی و در مهر… احسان خاندوزی، وزیر اقتصاد تاکید کرده است که تامین بودجه شهریور و مهر ماه کل کشور، بدون استقراض از بانک مرکزی و در مهرماه، حتی بدون فروش اوراق بدهی انجام شده است
#صدروز_آواربرداری
رئیسی",economics,1,1
60980," فاطمی امین قبل از وزیر شدن از نرخ تورم بیخبر بود؟
فاطمی امین قبل رای اعتماد در مرداد ماه:
قیمت خودرو منطقی نیست و بسمت کاهش قیمت خودرو حرکت میکنیم.
فاطمی",economics,-1,0
60632, تا زمانی که این دولت و این تیم اقتصادی (خاندوزی، عبدالملکی، فاطمی امین و ..,economics,0,0
92470, @amirsaghir63 @Khandoozi_se خاندوزی وزیر اقتصاده نه صمت ,economics,0,0
91692," بیغیرت تر از وزیر اقتصاد مادر نزاییده!!!

#خاندوزی ",economics,-1,0
92105," @Khandoozi_se جناب آقای خاندوزی
همزمان با دیدن این توییت یک فاتحه برای اقتصاد مملکتم خواندم 

خارج از نوع نگاه شما به موضوع بورس که تلویحا آنرا عامل تورم میدانید مگر شما تربیت شده سیره امام نیستید؟ پس حتماً نظر امام در خصوص اجرای قانون را هم بررسی بفرمایید. ",economics,-1,1
60671, دیشب هشدار,economics,0,0
83840," RT @shahpar37223410: نام کتاب: 
جوامع الحکایات ۷هزار صفحه ای برنامه آقای #رییسی با
 ۱۰ هزار صفحه برنامه گشایش های ویژه آقای #رضایی به علاوه… نام کتاب: 
جوامع الحکایات ۷هزار صفحه ای برنامه آقای #رییسی با
 ۱۰ هزار صفحه برنامه گشایش های ویژه آقای #رضایی به علاوه لطیفه های آقای #عبدالملکی در مورد اقتصاد و ارزپاشی و کارآفرینی با یک میلیون تومان به همراه شرح ابتکارات آقای #خاندوزی
 
  #تصویر_هرگز_دیده_نشده https://t.co/NY7kVDKiae",economics,-1,1
81599,آقای خاندوزی و دولت محترم، هر ۱۰ درصدی که بورس افت میکند، ۱.۵ درصد از سود صندوق های درآمد ثابت کم می,economics,-1,1
47874," RT @inMortezaS: @salavatianghali وقتی محسن رضایی میگه سرباز آمریکایی گروگان میگیریم دلار میگیگیریم، این یارو هم خیال برش میداره که از چین ه… @salavatianghali وقتی محسن رضایی میگه سرباز آمریکایی گروگان میگیریم دلار میگیگیریم، این یارو هم خیال برش میداره که از چین هم میتونه باج بگیره.
ببرینش بانک مرکزی از استعدادش استفاده کنین",economics,-1,0
79812, @catalaxii @MAHDIKHALILNJAD معاون خاندوزی باید باشه پس ,economics,0,0
49750," @S_Kawthar_Q @Tornado_ir چرا زوده؟
مگه قاضی زاده نگفت تو سه روز بورس درست میشه؟ الان معاون رئیسی کیه؟
مگه محسن رضایی برای بورس برنامه نداشت؟ این آقای اقتصاد دان تو کابینه کیه؟  خب الان صد روز گذشت و ۳۳ بار میشد بورس رو درست کرد طبق وعده",economics,0,0
78982," #استیضاح_خاندوزی 
تابلوی خونین #بورس نتیجه گفتگوی تلویزیونی دیشب #خاندوزی

همه متوجه پوچ بودن وعده های خاندوزی شدن 

#تلخند https://t.co/OdQfjwQA0u ",economics,-1,1
81763, قدیم هر هفته سه,economics,0,0
18552, @niyazdel حاجی تلاش ر در چی می,economics,0,0
78326," @meshkani_ir @behnamsamadi_ir من آخرین بار سه سال پیش یه اسکناس یه دلاری دیدم یعنی منم دلار گرفتم که ۸۰ درصد سرمایه ام پودر شده
#استیضاح_خاندوزی 
#استیضاح_وزیر_ناکارآمد 
@Khandoozi_se 
@raisi_com ",economics,-1,1
96785,پیگیری,economics,0,0
78030," RT @sedaghat1364: نه به اقتصاد دستوری 
#اقتصاد_دستوری 
#امنیت_سرمایه_گذاری
#اقتصاد_دستوری
#نرخ_گذاری_دستوری
#وعده_دروغ
#نه_به_نوسانگیری_الگ… نه به اقتصاد دستوری 
#اقتصاد_دستوری 
#امنیت_سرمایه_گذاری
#اقتصاد_دستوری
#نرخ_گذاری_دستوری
#وعده_دروغ
#نه_به_نوسانگیری_الگوریتمی 
#رئیسی_بورس_رو_دریاب
#بورس_دغدغه_مردم
#استیضاح_خاندوزی
#خاندوزی_عامل_پولسوزی
#خاندوزی_اولین_اخراجی_کابینه
#شفافیت",economics,-1,1
91629, @FarshadGhaani کیرم تو کص اول تا آخر هرکی از این دولت حرومزاده حمایت کرد.هی گفتند خاندوزی و صالح آبادی از جنس بازارند همشون کصکش و بی ناموسند ,economics,-1,1
81312," RT @ResindScientist: یک مصاحبه مجموعه @Avant_TV و گروه آقای @MiladGoodarzi_  با وزیر اقتصاد آقای خاندوزی @Khandoozi_se  در رابطه با فرار ما… یک مصاحبه مجموعه @Avant_TV و گروه آقای @MiladGoodarzi_  با وزیر اقتصاد آقای خاندوزی @Khandoozi_se  در رابطه با فرار مالیاتی انجام داده.
قسمتی از این گزارش یک انیمیشن  جالب دارد که دولت را به مدیر ساختمان و مالیات را به شارژ ساختمان تشبیه کرده. https://t.co/0odc44zo6a",economics,0,0
60596," تا زمان تداوم تحریم های آمریکا، رستم قاسمی حتی با ک*ن دادن هم نمیتونه تهاتر کنه:))
از اظهار فضل فاطمی امین در خصوص حذف دلار از اقتصاد دیگه نگم براتون که الحق ساحل ک*صخلیت بی انتهاست:) ",economics,-1,0
49541," RT @m_r_hadadpour: آیت الله رییسی و آقایان قالیباف و جلیلی و قاضی زاده و محسن رضایی و زاکانی کاندیدای ریاست جمهوری بودند و مدعی بودند هر کد… آیت الله رییسی و آقایان قالیباف و جلیلی و قاضی زاده و محسن رضایی و زاکانی کاندیدای ریاست جمهوری بودند و مدعی بودند هر کدام به تنهایی از پس مشکلات برمی آیند!
الان همه عزیزان سر کار هستند و سمت های بسیارمهمی دارند.
قیمت دلار و کالاهای اساسی چند است الان؟
بفرمایید جواب مردم چی بدیم؟",economics,-1,1
84073,"رییس سازمان بورس:
اعتماد از دست رفته مردم به بورس را برمی",economics,0,1
75445,در حالی که مقامات (فاسد) جمهوری اسلامی میلیاردها دلار از پول مردم را می دزدند، کارگران دست به خودکشی می زنند. این کارگر شرکت نفت و گاز پایندانِ بندرعباس که چند ماه است دستمزدش را نگرفته در آخرین لحظات از خودکشی نجات یافت. https://t.co/RlPRCOwMAP #نه_به_جمهوری_اسلامی #ایران #Iran #فوری #تازه #خبرتازه #خبر_تازه #مرگ_بر_خامنه,economics,-1,0
72344," سید ابراهیم رئیسی رییس جمهور بخشنامه بودجه ۱۴۰۱ را ابلاغ کرد که یکی از بندهای آن خطاب به سازمان برنامه و بودجه گفته شد:
«برای ایجاد ثبات اقتصادی در سطح خرد و بازارها ضروری است مداخلات دولت در اقتصاد و قیمت گذاری کاهش جدی یابد.»
#قیمت_خودرو #قیمت",economics,1,1
86169, RT @mehranmohamaddi: جناب آقای خاندوزی ما دستگاه ایکس ری کانتینر ها را شش سال پیش طراحی کردیم و یک شرکت هم تولید کرد . جناب آقای خاندوزی ما دستگاه ایکس ری کانتینر ها را شش سال پیش طراحی کردیم و یک شرکت هم تولید کرد .,economics,0,0
81063," خدا یا #خاندوزی بمیره یا ما بریم از ترکیه دلار قاچاق کنیم😁 

#استیضاح_خاندوزی 
#استیضاح_وزیر_ناکارآمد ",economics,-1,0
83466," RT @sjfakharian: خاندوزی، وزیر_اقتصاد، داود_عزیزی، رییس فدراسیون تنیس با لیسانس پرستاری را به سمت معاون حقوقی و امور مجلس وزارت اقتصاد منصو… خاندوزی، وزیر_اقتصاد، داود_عزیزی، رییس فدراسیون تنیس با لیسانس پرستاری را به سمت معاون حقوقی و امور مجلس وزارت اقتصاد منصوب کرده و حکم زده! :)
او هم گفته امکان خدمت در این بخش را ندارد :))
وزیر اقتصاد، هم",economics,0,0
95929, @HasanSadeghine1 کاری به آقای خاندوزی ندارم و از تخریب,economics,0,0
11244, الان وضعیت جوریه که گرانی و بیکاری و تورم و آلودگی,economics,0,0
79400, اگر اقای خاندوزی نمیگن که پول گرفتن که نقشه بازار رو بزنن و منو خراب کنند ما یه نقشه ای توییت کنیم! https://t.co/xpS2IJhHL9 ,economics,-1,1
79599, خاندوزی وزیر اقتصاد: خبری که در خصوص اختلاف وزارت اقتصاد با سازمان برنامه و بودجه در خصوص بسته حمایتی از بورس مطرح شد دقیق نبود. اختلافات کارشناسی همیشه هست اما ستاد اقتصادی دولت به یک تصمیم می,economics,1,1
81658, @mahdiehkordi خاک برسراون مجلسی که خاندوزی رو وزیر کرده ,economics,-1,0
81103," RT @Businessrss: خاندوزی اگه علی مروی بهت گفته #بورس رو به حال خودش رها کن یه مدت بعد ساکت میشن، مشاوره غلط بهت داده 
چون تا خود استیضاحت پ… خاندوزی اگه علی مروی بهت گفته #بورس رو به حال خودش رها کن یه مدت بعد ساکت میشن، مشاوره غلط بهت داده 
چون تا خود استیضاحت پیگیری می",economics,-1,1
80806, @Salimizadeh_mh کیرم تو کص اول تا آخر اون رییسی و خاندوزی کصکش حرومزاده ولدالزنا.بورس را نابود کردید.لعنت بر جد و آبادتون ,economics,-1,1
82111, RT @XBV6kOdLafius60: #اقتصاد دستوری-نرخ گداری دستوری-وعده های دروغ-امنیت سرمایه گذاری-استیضاح خاندوزی-رئیسی بورس رو دریاب-بورس دغدغه مردم-خ… #اقتصاد دستوری-نرخ گداری دستوری-وعده های دروغ-امنیت سرمایه گذاری-استیضاح خاندوزی-رئیسی بورس رو دریاب-بورس دغدغه مردم-خاندوزی عامل پول سوزی-خاندوزی اولین اخراجی کابینه,economics,-1,1
91650," @Khandoozi_se با سلام جناب خاندوزی . ما سهام عدالت رو آزاد کردیم بعد فروختیم 
از 13 میلیون؛؛ 400 هزار تومان واریز شد . بعد گفتن که بانک ها برای اونایی که سهام دارن کارت اعتباری میدن.بعد که پیگیر شدیم گفتن واسه اونایی که به فروش نرفته سهامشون حتی یک سهم
الان تکلیف چی هست؟ ",economics,0,1
47671," محسن رضایی چکاره ست که میاد خبر افزایش یارانه ها رو میده بعد وزیر اقتصاد مجبور میشه تکذیب کنه. 
مگه دولت سخنگو نداره؟ 
امروزم رئیسی این قضیه رو تذکر داد. 
امیدوارم بزرگوار یکم بیشتر رعایت کنه! ",economics,1,0
99559," محسن رضایی: اقتصاد کشور نیازمند جراحی های بزرگ است

معاون اقتصادی رئیس جمهوری در بدو ورود به فرودگاه اهواز:
امروز ۲ سیاست مهم را همزمان پیگیری خواهیم کرد.
در حال حاضر جراحی در اقتصاد کشور به عنوان یک اصل دنبال می شود.
امروز کمتر صحبت می کنیم و از شعار دادن پرهیز خواهیم کرد و… ",economics,1,0
95021, @Khandoozi_se آقای خاندوزی اگر تونستی قیمت #دلار رو درست کنی کشور درست میشه ,economics,0,0
97321, RT @emranbasiri: چند روز دیگه بنزین سهمیه ای درست نشه جناب خاندوزی توییت میزنن نه تنها آبان را بدون استقراض از بانک مرکزی و بدون انتشار اور… چند روز دیگه بنزین سهمیه ای درست نشه جناب خاندوزی توییت میزنن نه تنها آبان را بدون استقراض از بانک مرکزی و بدون انتشار اوراق جدید تامین کردیم بلکه تا دیماه هم تامین شدیم!,economics,-1,1
21273," سایپا سریع، فوری، انقلابی برخی تولیداتش را از ۱۵ تا ۵۰میلیون گران کرد ومسئولان همچنان ... 
گویا نه توان کنترل بازار بورس و خودرو را دارند نه حتی می",economics,-1,0
85885, @Khandoozi_se جناب خاندوزی واگرداری داراییها را از بانکها ی دولتی شروع کنید ,economics,0,0
80624, عرضه اولیه و پذیره,economics,0,0
79033," دقیقا وسط بازار
خبر استیضاح وزیر اقتصاد رو شایعه و بعد هم تکذیبش میکنن!
و اینجوری بازارِ لگدمال",economics,0,0
95702," @moeenhoseiny @A_raefipur معین جان شما که میگفتی خاندوزی عالیه و لایوی که باهاش داشتی رو تعریف میکردی؟؟
چند وقت پیش دیدم داری میکوبیش؟!!! ",economics,0,0
47764, RT @Orwelll: حذف ارز ٤٢٠٠ كه بزودى اثارش در قيمتها نمايان ميشه، خبر افزايش يارانه ها از رقم مضحك يك ونيم دلار به سه دلار از سوى محسن رضايى… حذف ارز ٤٢٠٠ كه بزودى اثارش در قيمتها نمايان ميشه، خبر افزايش يارانه ها از رقم مضحك يك ونيم دلار به سه دلار از سوى محسن رضايى و تكذيب ان از سوى وزير اقتصاد بدليل نبود اعتبار، تكذيب گران شدن بنزين…احتمالا رژيم منتظر شورش بزرگ مردميست,economics,0,0
97789," RT @hiroshsaidian: فاطمی امین #وزیر_صمت علی نبوی #برادر_زن اش را بدون هیچ سابقه مرتبط به ریاست فولاد مبارکه بزرگ ترین تولید کننده فولاد خاو… فاطمی امین #وزیر_صمت علی نبوی #برادر_زن اش را بدون هیچ سابقه مرتبط به ریاست فولاد مبارکه بزرگ ترین تولید کننده فولاد خاور میانه و دستیار وزیر در امور شرکت ها گمارد. 
واقعاً از این آدم ها با این عملکرد، انتظار ایجاد تغییر در صنعت و اقتصاد را دارید؟ جداً شورش را درآورده اند",economics,-1,0
93624, علاقه به مسئولیت غیر مربوط در دولت اپیدمی شده! #امیر_عبدالهیان هم مدام تکرار می کند. دیپلماسی و مذاکره را به اقتصاد گره نمی زنیم. خب بزنید یا نزنید، این ها به هم ربط دارند ولی کار و مسئولیت شما کدام حوزه است؟ تمرکز روی کار خودت کن اخوی. ,economics,-1,0
84359," RT @h_afzali: @Khandoozi_se @raisi_com این عملکرد دولت و وزارت تحت امرشما در #شاخص_بورس و نابودی #سرمایه_مردم در #بورس است. مردمی که با #وع… @Khandoozi_se @raisi_com این عملکرد دولت و وزارت تحت امرشما در #شاخص_بورس و نابودی #سرمایه_مردم در #بورس است. مردمی که با #وعده_های_بورسی دولت قبل به بورس ورود کردند وبا روی کارآمدن دولت جدید وعملکرد وزیر وتیم اقتصادی ضررهایشان بیشتر شده است
#بورس_دغدغه_مردم
#خاندوزی_عامل_پولسوزی https://t.co/3oQuCfZDgU",economics,-1,1
52489, رئیس,economics,0,0
91664,"@behnamsamadi_ir تو فکر هستم  ۲ تا سرویس اسنپ از 
مبدا : وزارت اقتصاد 
مقصد :تالار بورس 
و 
مبدا : پاستور 
مقصد:تالار بورس 
برای آقایان خاندوزی و رئیسی با هزینه من برای روز شنبه ساعت ۱۰ بگیرم

امیدوارم که آقایان آمادگی داشته باشند

هزینه هر دو سفر بامن

@Khandoozi_se

@raisi_com 

@Snapp_Team آقای خاندوزی آماده باش سرویس اسنپ داره میاد !
@Khandoozi_se https://t.co/HlruVDQdBw ",economics,0,1
97659, @Khandoozi_se اقای خاندوزی به داد سهامدار خرد برسید شما قرار بود دست تو جیب مردم نکنید برای تامین بودجه از نیمه دوم مهرماه تا الان از فروش این اوراق بدهی تنها سهامدار خرد ضربه خورده 142میلیارد دلار نقدینگی دست مردمه بازار سرمایه تنها راه برای کنترل این نقدینگی است ,economics,0,1
97577, @Khandoozi_se به لطف خدا هروز رآس ساعت ۹صبح ما این تامیین هزینه دولت رو از جیب مبارکمون حس میکنیم جناب خاندوزی ,economics,-1,1
20780," @M_Amin_i @Omidfarda16 چرا مبالغه واغراق؟!!!
بی نظیر؟؟!!!
درثانی نتیجه وبازخورد سفرهایی که هنوز استاندار نداشته چیه جز شوآف جماعت اصولچرا !! تورم کمرمردمو شکست وزارت بهداشت روحانی همچنان مشغول کاره انتصابات غیرانقلابی مردمو بی اعتماد کرده اونوقت شماها مشغول مجیزگویی واغراقید براهمینه مردم قبولتون ندارن ",economics,-1,0
80000, @Tasnimnews_Fa بازار مرغ و تخم مرغ به ثبات رسید ولی بازار بورس که نماد و دماسنج اقتصادی کشور هست هنوز نزدیک دوسال هست که روز خوش به خود ندیده،آقای خاندوزی بپرسید از همکار خودتان از وزیر جهاد و کشاورزی که چه کردند که بازار مرغ به ثبات رسید تا شما هم با همان کار بازار بورس را هم به ثبات برسانید.. ,economics,0,1
94981," نامه خاندوزی برای افزایش پرداختی به کارکنان وزارت اقتصاد!
مردم، گرانی، تورم، کسری بودجه، بورس و هزار و یک معضل دیگر اقتصاد هم هیچ!
بساط #فوق_العاده های خاص #تبعیض_آمیز را جمع کنید! خون کارمندان دولت از میلیونها کارگر رنگین تر نیست!
@dralirezasalimi
@Khandoozi_se 
@malekshariati https://t.co/1jHkb0hadC ",economics,-1,1
79633," @Salimizadeh_mh هیاهو برای هیچ!

برخلاف خبرپراکنی روابط عمومی سازمان بورس چیزی تصویب نشده و خاندوزی امشب در برنامه نگاه یک محتاطانه گفت پیشنهادات حمایتی این هفته بعد از تصویب در ستاد اقتصادی دولت اعلام خواهد شد!

تمام این شانتاژها برای کاهش فشار رسانه",economics,0,1
84650," RT @aghdagh_: @Khandoozi_se جناب خاندوزی بزرگوار،این وعده چه شد؟!!
تا حالا چرامحقق نشده!؟
حداقل علت را بفرمایید https://t.co/NNqD65EUOj @Khandoozi_se جناب خاندوزی بزرگوار،این وعده چه شد؟!!
تا حالا چرامحقق نشده!؟
حداقل علت را بفرمایید https://t.co/NNqD65EUOj",economics,0,0
24732, @SMDehnavi هیچ یک از انتصابات توسط وزیر اقتصاد به صلاح مملکت نبود آثار زیانبار آن شکست برنامه های رییسی هست ,economics,0,1
79221, @HasanSadeghine1 50 امضا برا استیضاح خاندوزی جمع شده که فعلا ,economics,0,0
87846, RT @yjc___agency: رئیس سازمان برنامه و بودجه: هدف,economics,0,0
96985," RT @AHAbolghasemi1: .

جناب سید احسان خاندوزی، وزیر محترم اقتصاد و دارایی چرا ساکتید؟!
رونوشت:رئیسجمهور محترم جمهوری اسلامی ایران 

@raisii… .

جناب سید احسان خاندوزی، وزیر محترم اقتصاد و دارایی چرا ساکتید؟!
رونوشت:رئیسجمهور محترم جمهوری اسلامی ایران 

@raisii_org
#بورس https://t.co/bmm2X1rrx3",economics,-1,0
61503,علت وضعیت فلاکت,economics,-1,0
63074, هم,economics,0,0
92541," RadioFarda, [01.10.21 00:18]
دوروزبعدازاظهارات رئیس",economics,0,0
96354," @Tahabagheri8210 کسی سینه چاک نکرد برای کسی
به موقعش به خاندوزی اعتراض کردم
الانم دیدم بهتر شده تشکر میکنم

بحث در مورد سرمایه مردم که در دولت روحانی یک پنجم شده نبود

صرفا در مورد همین چند روزی بود که منفی شد همه اعتراض کردیم و رسیدگی شد و الحمدلله بهتر شد بود ",economics,1,1
17696,راهکار که دارن، پیش,economics,0,0
95778, 📣 آصفری، نماینده اراک در مجلس، به دفاع وزیر اقتصاد از وضع بورس حمله می,economics,0,1
85497, @fateme_nasiri اون اقا اولا یه کشوری رو با چرندیاتش به گند کشونده پراید ۱۹۰میلیونی حاصل تفکرات اون اقاست وپراید دومیلیارد تومنی هم که ماحصل یکی ازهمفکراش یعنی خاندوزی خواهد بود هم پس به من ربط داره درباب سعدی هم برید سرچ کنید هزلیات سعدی ,economics,-1,1
34521," بله عزیزان!
رهبری چند بار تصریح کردند مسأله اقتصاد و معیشت مردم مسأله",economics,0,0
81000, آصفری نماينده مجلس: آقای خاندوزی شما وقتی نماینده مجلس بودید [و روحانی رئیس جمهور] توئیت میزدید و از رفع مشکل بورس حرف میز,economics,0,1
97690," @Khandoozi_se از بورس بگو آقای خاندوزی...
رسیدگی به وضعیت بورس جزء قولهایی بوده که هم شما هم آقای رئیسی دادید ",economics,0,1
91663,"_طرح جهش مسکن
_حذف ارز۴۲۰۰تومانی
_دستور کنترل قیمت",economics,0,1
97305, @Hajmortteza @AtefehmathD اگر می دانستند که برای تامین مخارج بایستی اوراق بدهی عرضه کنند و همه را هم الزام به خرید کنند، قول حمایت از بازار سرمایه را نمی دادند. و چون آقای خاندوزی تجربه اجرایی ندارند ، راهکاری هم برای برون رفت ندارند. ,economics,-1,1
95581," RT @3yZ6pyIqLJ47gWq: احسان خاندوزی، وزیر اقتصاد تاکید کرده است که تامین بودجه شهریور و مهر ماه کل کشور، بدون استقراض از بانک مرکزی و در مهر… احسان خاندوزی، وزیر اقتصاد تاکید کرده است که تامین بودجه شهریور و مهر ماه کل کشور، بدون استقراض از بانک مرکزی و در مهرماه، حتی بدون فروش اوراق بدهی انجام شده است
#صدروز_آواربرداری",economics,1,1
78636," در برنامه نگاه یک #خاندوزی از نگاه بالاو با یک لبخند ژوکوند تمامی سهامداران خرد رو به مسخره گرفت و پیاده نظام دلالان ارزی معرفی کرد .
جناب #خاندوزی شما هم پیاده نظام اقتصاددانان نامه نویس دلال مسکن هستید . 
باید به #خاندوزی تبریک گفت که بورس رو کوره پول سوزی کرده . ",economics,-1,1
58621," تا وقتي معاون اقتصادي دولت @ir_rezaee محسن رضايي و فرمانده اقتصادي @M_Mokhber محمدمخبر باشد ، اميد داشتن به بهبود اقتصاد و معيشت خانواده ها واهي خواهد بود.!!
#هوايي ",economics,-1,1
92373," @MohadesSiavash خاندوزی هم وزیر اقصاد شد تو او دانشگاه فقط منو سارا با پشتکار تمام هیچی یاد نگرفتیم هیچیم نشدیم 
@sara_ramezan  😆 ",economics,-1,1
93134, مسعود میرکاظمی رئیس سازمان برنامه و بودجه اعلام نموده اند که وقتی ۲۰ درصد حقوق کارمند افزایش می,economics,0,0
81325," RT @Ali_Bakhtiari36: آقای خاندوزی سال قبل به  فرود آرام #بورس  
اعتقاد داشتید
الان به چه اعتقاد دارید!؟ 
#بورس_را_دریابید
#استیضاح_وزیر_ناک… آقای خاندوزی سال قبل به  فرود آرام #بورس  
اعتقاد داشتید
الان به چه اعتقاد دارید!؟ 
#بورس_را_دریابید
#استیضاح_وزیر_ناکارآمد",economics,-1,1
86433," آفرین به آقای خاندوزی که به فکر کارمندای زیردستش هست
ای کاش ما معلم ها هم ی وزیر مثل ایشون داشتیم
هر وزیری اگر به پرسنل خودش توجه کنه مشکلات ادارات حل میشه والا ",economics,1,0
79569, @twit_bourse همه چیز عالیه ، بورس عالیه ، پول مردم بعد از یک سال و نیم احتمالا جاش امنه ، زندگی نابود شده مردم ترمیم شده ، ما لابد زیاده خواه شدیم نباید دنبال سرمایه پودر شدمون باشیم ، اقا پول نگیرید اقای خاندوزی رو تخریب کنید !! 🤣🤣🤣 ,economics,1,1
85681, @ali09673652 پسر آقای #خاندوزی وزیر اقتصاد رییسی جلاد https://t.co/YyIyEbEbGE ,economics,-1,0
82862," اقای خاندوزی زنده و مردت هر روز مورد عنایت ماست!

@Khandoozi_se ",economics,-1,0
91937, @behnamsamadi_ir تیم جلیلی تابستان با خاندوزی جلسه داشت یه چیزاییی در مورد عرضه الولیه بهش توصیه میکرد ,economics,0,1
49637, 🔴 وعده,economics,0,0
92025, @Khandoozi_se آقای خاندوزی دولت روحانی کم ریده بود توی بورس خوبه که شما راه اون کثافت را ادامه می دهید پس کو آن هیاهوی دولت عدالت و انقلابی ,economics,-1,1
93095,"اون #پفیوزی که با ۳۰۰ میلیون #دلار #ارز_پاشی قیمت دلار را نصفه میکرد، کجاست؟؟
سِقط شده!؟؟ نام اون پفیوز حجت عبدالملکی است ... هم پفیوز هم بی خرد . https://t.co/ndPzZtqEHg ",economics,-1,0
85191," RT @mohammmad_ivan1: امروز #خاندوزی رفته مجلس گفته از ۲۸خرداد که روی کار آمدیم شاخص۳۰۰هزار واحد رشد داشته...!!!
جناب خاندوزی شما در تاریخ ۳… امروز #خاندوزی رفته مجلس گفته از ۲۸خرداد که روی کار آمدیم شاخص۳۰۰هزار واحد رشد داشته...!!!
جناب خاندوزی شما در تاریخ ۳شهریور وزیر شدید نه ۲۸خرداد...!!!!
از۳شهریور تا امروز هم شاخص بیش از ۱۰۲هزار واحد کاهش داشته
آمار غلط،چرا!؟
#بورس https://t.co/y3cYEJFFVq",economics,-1,1
47918," شاید هم خاندوزی و میرکاظمی میخواستند بدون یارانه دادن ارز ۴۲۰۰ رو بردارند محسن رضایی یک حالی داده این وسط😄
نه حاج محسن؟
@ir_rezaee ",economics,0,0
93083, 🔴 حجت عبدالملكی وزير رفاه رژیم ایران و نويسنده كتاب اقتصاد مقاومتی ۱۹ فروردین امسال گفته بود که دولت با ارزپاشی به میزان ۳۰۰ میلیون دلار می,economics,0,0
79711, @Zootopia____ خاندوزی و ۲۵ شرکاء ,economics,0,0
81552," #رونق_بورس
پرسید حاجی این روغن مار رو چجور میگیری،گفت هیچ اویزونش میکنم ازسقف زیرش یه شعله روشن میکنم و تمام.. 
بورس آویزان و شعله فروزان ..
قول رونق بورس دادند ولی دنبال روغن بورس بودند
@raisi_com @mb_ghalibaf @Khamenei_fa @khamenei_ir @Ejei_com #بورس #وقت_عمل  #استیضاح_خاندوزی ",economics,-1,1
